Ref_Date,GEO,INT,Vector,Coordinate,Value
1993/03,Nova Scotia,In-migrants,v509045,4.1,2293
1993/06,Nova Scotia,In-migrants,v509045,4.1,4111
1993/09,Nova Scotia,In-migrants,v509045,4.1,6404
1993/12,Nova Scotia,In-migrants,v509045,4.1,2704
1994/03,Nova Scotia,In-migrants,v509045,4.1,2287
1994/06,Nova Scotia,In-migrants,v509045,4.1,3864
1994/09,Nova Scotia,In-migrants,v509045,4.1,6070
1994/12,Nova Scotia,In-migrants,v509045,4.1,2903
1995/03,Nova Scotia,In-migrants,v509045,4.1,2537
1995/06,Nova Scotia,In-migrants,v509045,4.1,3789
1995/09,Nova Scotia,In-migrants,v509045,4.1,6014
1995/12,Nova Scotia,In-migrants,v509045,4.1,3063
1996/03,Nova Scotia,In-migrants,v509045,4.1,2721
1996/06,Nova Scotia,In-migrants,v509045,4.1,4465
1996/09,Nova Scotia,In-migrants,v509045,4.1,5835
1996/12,Nova Scotia,In-migrants,v509045,4.1,3012
1997/03,Nova Scotia,In-migrants,v509045,4.1,2742
1997/06,Nova Scotia,In-migrants,v509045,4.1,4289
1997/09,Nova Scotia,In-migrants,v509045,4.1,6130
1997/12,Nova Scotia,In-migrants,v509045,4.1,2680
1998/03,Nova Scotia,In-migrants,v509045,4.1,2937
1998/06,Nova Scotia,In-migrants,v509045,4.1,4557
1998/09,Nova Scotia,In-migrants,v509045,4.1,4892
1998/12,Nova Scotia,In-migrants,v509045,4.1,2811
1999/03,Nova Scotia,In-migrants,v509045,4.1,2969
1999/06,Nova Scotia,In-migrants,v509045,4.1,4857
1999/09,Nova Scotia,In-migrants,v509045,4.1,5290
1999/12,Nova Scotia,In-migrants,v509045,4.1,2901
2000/03,Nova Scotia,In-migrants,v509045,4.1,3675
2000/06,Nova Scotia,In-migrants,v509045,4.1,4406
2000/09,Nova Scotia,In-migrants,v509045,4.1,5967
2000/12,Nova Scotia,In-migrants,v509045,4.1,2495
2001/03,Nova Scotia,In-migrants,v509045,4.1,3117
2001/06,Nova Scotia,In-migrants,v509045,4.1,3734
2001/09,Nova Scotia,In-migrants,v509045,4.1,5261
2001/12,Nova Scotia,In-migrants,v509045,4.1,2912
2002/03,Nova Scotia,In-migrants,v509045,4.1,3350
2002/06,Nova Scotia,In-migrants,v509045,4.1,4808
2002/09,Nova Scotia,In-migrants,v509045,4.1,5488
2002/12,Nova Scotia,In-migrants,v509045,4.1,2391
2003/03,Nova Scotia,In-migrants,v509045,4.1,3232
2003/06,Nova Scotia,In-migrants,v509045,4.1,5575
2003/09,Nova Scotia,In-migrants,v509045,4.1,5147
2003/12,Nova Scotia,In-migrants,v509045,4.1,2538
2004/03,Nova Scotia,In-migrants,v509045,4.1,2832
2004/06,Nova Scotia,In-migrants,v509045,4.1,4570
2004/09,Nova Scotia,In-migrants,v509045,4.1,5144
2004/12,Nova Scotia,In-migrants,v509045,4.1,2529
2005/03,Nova Scotia,In-migrants,v509045,4.1,3184
2005/06,Nova Scotia,In-migrants,v509045,4.1,4183
2005/09,Nova Scotia,In-migrants,v509045,4.1,5180
2005/12,Nova Scotia,In-migrants,v509045,4.1,2536
2006/03,Nova Scotia,In-migrants,v509045,4.1,3123
2006/06,Nova Scotia,In-migrants,v509045,4.1,4224
2006/09,Nova Scotia,In-migrants,v509045,4.1,5406
2006/12,Nova Scotia,In-migrants,v509045,4.1,3141
2007/03,Nova Scotia,In-migrants,v509045,4.1,2699
2007/06,Nova Scotia,In-migrants,v509045,4.1,3668
2007/09,Nova Scotia,In-migrants,v509045,4.1,5092
2007/12,Nova Scotia,In-migrants,v509045,4.1,2973
2008/03,Nova Scotia,In-migrants,v509045,4.1,3605
2008/06,Nova Scotia,In-migrants,v509045,4.1,4320
2008/09,Nova Scotia,In-migrants,v509045,4.1,5139
2008/12,Nova Scotia,In-migrants,v509045,4.1,2987
2009/03,Nova Scotia,In-migrants,v509045,4.1,3519
2009/06,Nova Scotia,In-migrants,v509045,4.1,3822
2009/09,Nova Scotia,In-migrants,v509045,4.1,4579
2009/12,Nova Scotia,In-migrants,v509045,4.1,2669
2010/03,Nova Scotia,In-migrants,v509045,4.1,3852
2010/06,Nova Scotia,In-migrants,v509045,4.1,4072
2010/09,Nova Scotia,In-migrants,v509045,4.1,4678
2010/12,Nova Scotia,In-migrants,v509045,4.1,2755
2011/03,Nova Scotia,In-migrants,v509045,4.1,3243
2011/06,Nova Scotia,In-migrants,v509045,4.1,3877
2011/09,Nova Scotia,In-migrants,v509045,4.1,4802
2011/12,Nova Scotia,In-migrants,v509045,4.1,2831
2012/03,Nova Scotia,In-migrants,v509045,4.1,3991
2012/06,Nova Scotia,In-migrants,v509045,4.1,4372
2012/09,Nova Scotia,In-migrants,v509045,4.1,4242
2012/12,Nova Scotia,In-migrants,v509045,4.1,2390
2013/03,Nova Scotia,In-migrants,v509045,4.1,2978
2013/06,Nova Scotia,In-migrants,v509045,4.1,4642
2013/09,Nova Scotia,In-migrants,v509045,4.1,3567
2013/12,Nova Scotia,In-migrants,v509045,4.1,2500
2014/03,Nova Scotia,In-migrants,v509045,4.1,3259
2014/06,Nova Scotia,In-migrants,v509045,4.1,5229
2014/09,Nova Scotia,In-migrants,v509045,4.1,3927
2014/12,Nova Scotia,In-migrants,v509045,4.1,2153
2015/03,Nova Scotia,In-migrants,v509045,4.1,3453
2015/06,Nova Scotia,In-migrants,v509045,4.1,5948
2015/09,Nova Scotia,In-migrants,v509045,4.1,4564
2015/12,Nova Scotia,In-migrants,v509045,4.1,2660
2016/03,Nova Scotia,In-migrants,v509045,4.1,4019
2016/06,Nova Scotia,In-migrants,v509045,4.1,5440
2016/09,Nova Scotia,In-migrants,v509045,4.1,4932
2016/12,Nova Scotia,In-migrants,v509045,4.1,2218
2017/03,Nova Scotia,In-migrants,v509045,4.1,4338
2017/06,Nova Scotia,In-migrants,v509045,4.1,5723
1961/09,Nova Scotia,Out-migrants,v509060,4.2,7792
1961/12,Nova Scotia,Out-migrants,v509060,4.2,6766
1962/03,Nova Scotia,Out-migrants,v509060,4.2,4169
1962/06,Nova Scotia,Out-migrants,v509060,4.2,4347
1962/09,Nova Scotia,Out-migrants,v509060,4.2,8010
1962/12,Nova Scotia,Out-migrants,v509060,4.2,8614
1963/03,Nova Scotia,Out-migrants,v509060,4.2,4562
1963/06,Nova Scotia,Out-migrants,v509060,4.2,5102
1963/09,Nova Scotia,Out-migrants,v509060,4.2,8610
1963/12,Nova Scotia,Out-migrants,v509060,4.2,7898
1964/03,Nova Scotia,Out-migrants,v509060,4.2,4454
1964/06,Nova Scotia,Out-migrants,v509060,4.2,4627
1964/09,Nova Scotia,Out-migrants,v509060,4.2,8610
1964/12,Nova Scotia,Out-migrants,v509060,4.2,8314
1965/03,Nova Scotia,Out-migrants,v509060,4.2,6588
1965/06,Nova Scotia,Out-migrants,v509060,4.2,4839
1965/09,Nova Scotia,Out-migrants,v509060,4.2,9345
1965/12,Nova Scotia,Out-migrants,v509060,4.2,9692
1966/03,Nova Scotia,Out-migrants,v509060,4.2,5141
1966/06,Nova Scotia,Out-migrants,v509060,4.2,4695
1966/09,Nova Scotia,Out-migrants,v509060,4.2,11343
1966/12,Nova Scotia,Out-migrants,v509060,4.2,8696
1967/03,Nova Scotia,Out-migrants,v509060,4.2,4821
1967/06,Nova Scotia,Out-migrants,v509060,4.2,4217
1967/09,Nova Scotia,Out-migrants,v509060,4.2,9518
1967/12,Nova Scotia,Out-migrants,v509060,4.2,7933
1968/03,Nova Scotia,Out-migrants,v509060,4.2,4479
1968/06,Nova Scotia,Out-migrants,v509060,4.2,4463
1968/09,Nova Scotia,Out-migrants,v509060,4.2,6572
1968/12,Nova Scotia,Out-migrants,v509060,4.2,8871
1969/03,Nova Scotia,Out-migrants,v509060,4.2,4599
1969/06,Nova Scotia,Out-migrants,v509060,4.2,3852
1969/09,Nova Scotia,Out-migrants,v509060,4.2,8811
1969/12,Nova Scotia,Out-migrants,v509060,4.2,8477
1970/03,Nova Scotia,Out-migrants,v509060,4.2,5466
1970/06,Nova Scotia,Out-migrants,v509060,4.2,4128
1970/09,Nova Scotia,Out-migrants,v509060,4.2,7759
1970/12,Nova Scotia,Out-migrants,v509060,4.2,8822
1971/03,Nova Scotia,Out-migrants,v509060,4.2,4908
1971/06,Nova Scotia,Out-migrants,v509060,4.2,3884
1971/09,Nova Scotia,Out-migrants,v509060,4.2,8237
1971/12,Nova Scotia,Out-migrants,v509060,4.2,6912
1972/03,Nova Scotia,Out-migrants,v509060,4.2,4732
1972/06,Nova Scotia,Out-migrants,v509060,4.2,3416
1972/09,Nova Scotia,Out-migrants,v509060,4.2,6542
1972/12,Nova Scotia,Out-migrants,v509060,4.2,5160
1973/03,Nova Scotia,Out-migrants,v509060,4.2,4625
1973/06,Nova Scotia,Out-migrants,v509060,4.2,4047
1973/09,Nova Scotia,Out-migrants,v509060,4.2,7372
1973/12,Nova Scotia,Out-migrants,v509060,4.2,8101
1974/03,Nova Scotia,Out-migrants,v509060,4.2,5748
1974/06,Nova Scotia,Out-migrants,v509060,4.2,4010
1974/09,Nova Scotia,Out-migrants,v509060,4.2,8476
1974/12,Nova Scotia,Out-migrants,v509060,4.2,7365
1975/03,Nova Scotia,Out-migrants,v509060,4.2,4669
1975/06,Nova Scotia,Out-migrants,v509060,4.2,3850
1975/09,Nova Scotia,Out-migrants,v509060,4.2,6714
1975/12,Nova Scotia,Out-migrants,v509060,4.2,5880
1976/03,Nova Scotia,Out-migrants,v509060,4.2,4472
1976/06,Nova Scotia,Out-migrants,v509060,4.2,3807
1976/09,Nova Scotia,Out-migrants,v509060,4.2,8799
1976/12,Nova Scotia,Out-migrants,v509060,4.2,4554
1977/03,Nova Scotia,Out-migrants,v509060,4.2,3755
1977/06,Nova Scotia,Out-migrants,v509060,4.2,4540
1977/09,Nova Scotia,Out-migrants,v509060,4.2,8328
1977/12,Nova Scotia,Out-migrants,v509060,4.2,4311
1978/03,Nova Scotia,Out-migrants,v509060,4.2,3538
1978/06,Nova Scotia,Out-migrants,v509060,4.2,4294
1978/09,Nova Scotia,Out-migrants,v509060,4.2,8242
1978/12,Nova Scotia,Out-migrants,v509060,4.2,4231
1979/03,Nova Scotia,Out-migrants,v509060,4.2,3521
1979/06,Nova Scotia,Out-migrants,v509060,4.2,4268
1979/09,Nova Scotia,Out-migrants,v509060,4.2,8373
1979/12,Nova Scotia,Out-migrants,v509060,4.2,4285
1980/03,Nova Scotia,Out-migrants,v509060,4.2,3516
1980/06,Nova Scotia,Out-migrants,v509060,4.2,4240
1980/09,Nova Scotia,Out-migrants,v509060,4.2,8956
1980/12,Nova Scotia,Out-migrants,v509060,4.2,4544
1981/03,Nova Scotia,Out-migrants,v509060,4.2,3653
1981/06,Nova Scotia,Out-migrants,v509060,4.2,4420
1981/09,Nova Scotia,Out-migrants,v509060,4.2,8355
1981/12,Nova Scotia,Out-migrants,v509060,4.2,4400
1982/03,Nova Scotia,Out-migrants,v509060,4.2,3940
1982/06,Nova Scotia,Out-migrants,v509060,4.2,4140
1982/09,Nova Scotia,Out-migrants,v509060,4.2,6264
1982/12,Nova Scotia,Out-migrants,v509060,4.2,3242
1983/03,Nova Scotia,Out-migrants,v509060,4.2,2513
1983/06,Nova Scotia,Out-migrants,v509060,4.2,3356
1983/09,Nova Scotia,Out-migrants,v509060,4.2,5788
1983/12,Nova Scotia,Out-migrants,v509060,4.2,3040
1984/03,Nova Scotia,Out-migrants,v509060,4.2,2381
1984/06,Nova Scotia,Out-migrants,v509060,4.2,3011
1984/09,Nova Scotia,Out-migrants,v509060,4.2,5815
1984/12,Nova Scotia,Out-migrants,v509060,4.2,3223
1985/03,Nova Scotia,Out-migrants,v509060,4.2,2464
1985/06,Nova Scotia,Out-migrants,v509060,4.2,3194
1985/09,Nova Scotia,Out-migrants,v509060,4.2,7018
1985/12,Nova Scotia,Out-migrants,v509060,4.2,3915
1986/03,Nova Scotia,Out-migrants,v509060,4.2,2971
1986/06,Nova Scotia,Out-migrants,v509060,4.2,3902
1986/09,Nova Scotia,Out-migrants,v509060,4.2,7149
1986/12,Nova Scotia,Out-migrants,v509060,4.2,3494
1987/03,Nova Scotia,Out-migrants,v509060,4.2,2854
1987/06,Nova Scotia,Out-migrants,v509060,4.2,4170
1987/09,Nova Scotia,Out-migrants,v509060,4.2,8435
1987/12,Nova Scotia,Out-migrants,v509060,4.2,4200
1988/03,Nova Scotia,Out-migrants,v509060,4.2,3037
1988/06,Nova Scotia,Out-migrants,v509060,4.2,4082
1988/09,Nova Scotia,Out-migrants,v509060,4.2,8292
1988/12,Nova Scotia,Out-migrants,v509060,4.2,3794
1989/03,Nova Scotia,Out-migrants,v509060,4.2,2802
1989/06,Nova Scotia,Out-migrants,v509060,4.2,3784
1989/09,Nova Scotia,Out-migrants,v509060,4.2,8722
1989/12,Nova Scotia,Out-migrants,v509060,4.2,3983
1990/03,Nova Scotia,Out-migrants,v509060,4.2,2950
1990/06,Nova Scotia,Out-migrants,v509060,4.2,4554
1990/09,Nova Scotia,Out-migrants,v509060,4.2,8245
1990/12,Nova Scotia,Out-migrants,v509060,4.2,3368
1991/03,Nova Scotia,Out-migrants,v509060,4.2,2869
1991/06,Nova Scotia,Out-migrants,v509060,4.2,3999
1991/09,Nova Scotia,Out-migrants,v509060,4.2,7873
1991/12,Nova Scotia,Out-migrants,v509060,4.2,3288
1992/03,Nova Scotia,Out-migrants,v509060,4.2,2985
1992/06,Nova Scotia,Out-migrants,v509060,4.2,3909
1992/09,Nova Scotia,Out-migrants,v509060,4.2,7704
1992/12,Nova Scotia,Out-migrants,v509060,4.2,3191
1993/03,Nova Scotia,Out-migrants,v509060,4.2,2935
1993/06,Nova Scotia,Out-migrants,v509060,4.2,3781
1993/09,Nova Scotia,Out-migrants,v509060,4.2,6632
1993/12,Nova Scotia,Out-migrants,v509060,4.2,3307
1994/03,Nova Scotia,Out-migrants,v509060,4.2,2775
1994/06,Nova Scotia,Out-migrants,v509060,4.2,4432
1994/09,Nova Scotia,Out-migrants,v509060,4.2,6976
1994/12,Nova Scotia,Out-migrants,v509060,4.2,3635
1995/03,Nova Scotia,Out-migrants,v509060,4.2,3012
1995/06,Nova Scotia,Out-migrants,v509060,4.2,4417
1995/09,Nova Scotia,Out-migrants,v509060,4.2,6199
1995/12,Nova Scotia,Out-migrants,v509060,4.2,3747
1996/03,Nova Scotia,Out-migrants,v509060,4.2,3163
1996/06,Nova Scotia,Out-migrants,v509060,4.2,4399
1996/09,Nova Scotia,Out-migrants,v509060,4.2,6572
1996/12,Nova Scotia,Out-migrants,v509060,4.2,2963
1997/03,Nova Scotia,Out-migrants,v509060,4.2,3488
1997/06,Nova Scotia,Out-migrants,v509060,4.2,4503
1997/09,Nova Scotia,Out-migrants,v509060,4.2,7009
1997/12,Nova Scotia,Out-migrants,v509060,4.2,2915
1998/03,Nova Scotia,Out-migrants,v509060,4.2,3676
1998/06,Nova Scotia,Out-migrants,v509060,4.2,5273
1998/09,Nova Scotia,Out-migrants,v509060,4.2,5124
1998/12,Nova Scotia,Out-migrants,v509060,4.2,2695
1999/03,Nova Scotia,Out-migrants,v509060,4.2,3130
1999/06,Nova Scotia,Out-migrants,v509060,4.2,4379
1999/09,Nova Scotia,Out-migrants,v509060,4.2,5052
1999/12,Nova Scotia,Out-migrants,v509060,4.2,2509
2000/03,Nova Scotia,Out-migrants,v509060,4.2,3827
2000/06,Nova Scotia,Out-migrants,v509060,4.2,5154
2000/09,Nova Scotia,Out-migrants,v509060,4.2,5928
2000/12,Nova Scotia,Out-migrants,v509060,4.2,3027
2001/03,Nova Scotia,Out-migrants,v509060,4.2,3819
2001/06,Nova Scotia,Out-migrants,v509060,4.2,4616
2001/09,Nova Scotia,Out-migrants,v509060,4.2,5688
2001/12,Nova Scotia,Out-migrants,v509060,4.2,2922
2002/03,Nova Scotia,Out-migrants,v509060,4.2,3866
2002/06,Nova Scotia,Out-migrants,v509060,4.2,4753
2002/09,Nova Scotia,Out-migrants,v509060,4.2,5682
2002/12,Nova Scotia,Out-migrants,v509060,4.2,2720
2003/03,Nova Scotia,Out-migrants,v509060,4.2,3198
2003/06,Nova Scotia,Out-migrants,v509060,4.2,4576
2003/09,Nova Scotia,Out-migrants,v509060,4.2,5332
2003/12,Nova Scotia,Out-migrants,v509060,4.2,2433
2004/03,Nova Scotia,Out-migrants,v509060,4.2,3457
2004/06,Nova Scotia,Out-migrants,v509060,4.2,4637
2004/09,Nova Scotia,Out-migrants,v509060,4.2,5972
2004/12,Nova Scotia,Out-migrants,v509060,4.2,3047
2005/03,Nova Scotia,Out-migrants,v509060,4.2,4256
2005/06,Nova Scotia,Out-migrants,v509060,4.2,4806
2005/09,Nova Scotia,Out-migrants,v509060,4.2,5908
2005/12,Nova Scotia,Out-migrants,v509060,4.2,3356
2006/03,Nova Scotia,Out-migrants,v509060,4.2,4142
2006/06,Nova Scotia,Out-migrants,v509060,4.2,4681
2006/09,Nova Scotia,Out-migrants,v509060,4.2,7072
2006/12,Nova Scotia,Out-migrants,v509060,4.2,4070
2007/03,Nova Scotia,Out-migrants,v509060,4.2,3781
2007/06,Nova Scotia,Out-migrants,v509060,4.2,4117
2007/09,Nova Scotia,Out-migrants,v509060,4.2,6096
2007/12,Nova Scotia,Out-migrants,v509060,4.2,3012
2008/03,Nova Scotia,Out-migrants,v509060,4.2,3864
2008/06,Nova Scotia,Out-migrants,v509060,4.2,4812
2008/09,Nova Scotia,Out-migrants,v509060,4.2,5693
2008/12,Nova Scotia,Out-migrants,v509060,4.2,2871
2009/03,Nova Scotia,Out-migrants,v509060,4.2,3782
2009/06,Nova Scotia,Out-migrants,v509060,4.2,3872
2009/09,Nova Scotia,Out-migrants,v509060,4.2,4222
2009/12,Nova Scotia,Out-migrants,v509060,4.2,2314
2010/03,Nova Scotia,Out-migrants,v509060,4.2,4226
2010/06,Nova Scotia,Out-migrants,v509060,4.2,3798
2010/09,Nova Scotia,Out-migrants,v509060,4.2,4591
2010/12,Nova Scotia,Out-migrants,v509060,4.2,2671
2011/03,Nova Scotia,Out-migrants,v509060,4.2,3434
2011/06,Nova Scotia,Out-migrants,v509060,4.2,3898
2011/09,Nova Scotia,Out-migrants,v509060,4.2,5264
2011/12,Nova Scotia,Out-migrants,v509060,4.2,3805
2012/03,Nova Scotia,Out-migrants,v509060,4.2,4839
2012/06,Nova Scotia,Out-migrants,v509060,4.2,4954
2012/09,Nova Scotia,Out-migrants,v509060,4.2,5401
2012/12,Nova Scotia,Out-migrants,v509060,4.2,3043
2013/03,Nova Scotia,Out-migrants,v509060,4.2,3999
2013/06,Nova Scotia,Out-migrants,v509060,4.2,5326
2013/09,Nova Scotia,Out-migrants,v509060,4.2,4881
2013/12,Nova Scotia,Out-migrants,v509060,4.2,2399
2014/03,Nova Scotia,Out-migrants,v509060,4.2,4227
2014/06,Nova Scotia,Out-migrants,v509060,4.2,5619
2014/09,Nova Scotia,Out-migrants,v509060,4.2,4461
2014/12,Nova Scotia,Out-migrants,v509060,4.2,2499
2015/03,Nova Scotia,Out-migrants,v509060,4.2,4782
2015/06,Nova Scotia,Out-migrants,v509060,4.2,6050
2015/09,Nova Scotia,Out-migrants,v509060,4.2,4701
2015/12,Nova Scotia,Out-migrants,v509060,4.2,2225
2016/03,Nova Scotia,Out-migrants,v509060,4.2,3967
2016/06,Nova Scotia,Out-migrants,v509060,4.2,5036
2016/09,Nova Scotia,Out-migrants,v509060,4.2,5015
2016/12,Nova Scotia,Out-migrants,v509060,4.2,2247
2017/03,Nova Scotia,Out-migrants,v509060,4.2,3876
2017/06,Nova Scotia,Out-migrants,v509060,4.2,5428
1961/09,New Brunswick,In-migrants,v509046,5.1,4828
1961/12,New Brunswick,In-migrants,v509046,5.1,4735
1962/03,New Brunswick,In-migrants,v509046,5.1,3476
1962/06,New Brunswick,In-migrants,v509046,5.1,2895
1962/09,New Brunswick,In-migrants,v509046,5.1,4861
1962/12,New Brunswick,In-migrants,v509046,5.1,5288
1963/03,New Brunswick,In-migrants,v509046,5.1,3101
1963/06,New Brunswick,In-migrants,v509046,5.1,2954
1963/09,New Brunswick,In-migrants,v509046,5.1,5411
1963/12,New Brunswick,In-migrants,v509046,5.1,5411
1964/03,New Brunswick,In-migrants,v509046,5.1,3507
1964/06,New Brunswick,In-migrants,v509046,5.1,3013
1964/09,New Brunswick,In-migrants,v509046,5.1,5549
1964/12,New Brunswick,In-migrants,v509046,5.1,5542
1965/03,New Brunswick,In-migrants,v509046,5.1,4012
1965/06,New Brunswick,In-migrants,v509046,5.1,3529
1965/09,New Brunswick,In-migrants,v509046,5.1,6396
1965/12,New Brunswick,In-migrants,v509046,5.1,6254
1966/03,New Brunswick,In-migrants,v509046,5.1,3517
1966/06,New Brunswick,In-migrants,v509046,5.1,3767
1966/09,New Brunswick,In-migrants,v509046,5.1,6482
1966/12,New Brunswick,In-migrants,v509046,5.1,6131
1967/03,New Brunswick,In-migrants,v509046,5.1,3566
1967/06,New Brunswick,In-migrants,v509046,5.1,3952
1967/09,New Brunswick,In-migrants,v509046,5.1,6707
1967/12,New Brunswick,In-migrants,v509046,5.1,6281
1968/03,New Brunswick,In-migrants,v509046,5.1,3597
1968/06,New Brunswick,In-migrants,v509046,5.1,3928
1968/09,New Brunswick,In-migrants,v509046,5.1,5064
1968/12,New Brunswick,In-migrants,v509046,5.1,6257
1969/03,New Brunswick,In-migrants,v509046,5.1,3138
1969/06,New Brunswick,In-migrants,v509046,5.1,3213
1969/09,New Brunswick,In-migrants,v509046,5.1,5136
1969/12,New Brunswick,In-migrants,v509046,5.1,5088
1970/03,New Brunswick,In-migrants,v509046,5.1,3662
1970/06,New Brunswick,In-migrants,v509046,5.1,4317
1970/09,New Brunswick,In-migrants,v509046,5.1,4854
1970/12,New Brunswick,In-migrants,v509046,5.1,7353
1971/03,New Brunswick,In-migrants,v509046,5.1,4527
1971/06,New Brunswick,In-migrants,v509046,5.1,3625
1971/09,New Brunswick,In-migrants,v509046,5.1,7032
1971/12,New Brunswick,In-migrants,v509046,5.1,6452
1972/03,New Brunswick,In-migrants,v509046,5.1,3718
1972/06,New Brunswick,In-migrants,v509046,5.1,2988
1972/09,New Brunswick,In-migrants,v509046,5.1,6429
1972/12,New Brunswick,In-migrants,v509046,5.1,5051
1973/03,New Brunswick,In-migrants,v509046,5.1,5906
1973/06,New Brunswick,In-migrants,v509046,5.1,3303
1973/09,New Brunswick,In-migrants,v509046,5.1,6636
1973/12,New Brunswick,In-migrants,v509046,5.1,6853
1974/03,New Brunswick,In-migrants,v509046,5.1,4254
1974/06,New Brunswick,In-migrants,v509046,5.1,4068
1974/09,New Brunswick,In-migrants,v509046,5.1,7467
1974/12,New Brunswick,In-migrants,v509046,5.1,7102
1975/03,New Brunswick,In-migrants,v509046,5.1,5309
1975/06,New Brunswick,In-migrants,v509046,5.1,4194
1975/09,New Brunswick,In-migrants,v509046,5.1,7452
1975/12,New Brunswick,In-migrants,v509046,5.1,7206
1976/03,New Brunswick,In-migrants,v509046,5.1,4430
1976/06,New Brunswick,In-migrants,v509046,5.1,3810
1976/09,New Brunswick,In-migrants,v509046,5.1,6313
1976/12,New Brunswick,In-migrants,v509046,5.1,2875
1977/03,New Brunswick,In-migrants,v509046,5.1,2802
1977/06,New Brunswick,In-migrants,v509046,5.1,3975
1977/09,New Brunswick,In-migrants,v509046,5.1,6001
1977/12,New Brunswick,In-migrants,v509046,5.1,2733
1978/03,New Brunswick,In-migrants,v509046,5.1,2607
1978/06,New Brunswick,In-migrants,v509046,5.1,3794
1978/09,New Brunswick,In-migrants,v509046,5.1,5882
1978/12,New Brunswick,In-migrants,v509046,5.1,2700
1979/03,New Brunswick,In-migrants,v509046,5.1,2620
1979/06,New Brunswick,In-migrants,v509046,5.1,3727
1979/09,New Brunswick,In-migrants,v509046,5.1,5458
1979/12,New Brunswick,In-migrants,v509046,5.1,2499
1980/03,New Brunswick,In-migrants,v509046,5.1,2418
1980/06,New Brunswick,In-migrants,v509046,5.1,3480
1980/09,New Brunswick,In-migrants,v509046,5.1,5260
1980/12,New Brunswick,In-migrants,v509046,5.1,2430
1981/03,New Brunswick,In-migrants,v509046,5.1,2301
1981/06,New Brunswick,In-migrants,v509046,5.1,3365
1981/09,New Brunswick,In-migrants,v509046,5.1,5387
1981/12,New Brunswick,In-migrants,v509046,5.1,2596
1982/03,New Brunswick,In-migrants,v509046,5.1,2422
1982/06,New Brunswick,In-migrants,v509046,5.1,3452
1982/09,New Brunswick,In-migrants,v509046,5.1,5909
1982/12,New Brunswick,In-migrants,v509046,5.1,2742
1983/03,New Brunswick,In-migrants,v509046,5.1,2474
1983/06,New Brunswick,In-migrants,v509046,5.1,3891
1983/09,New Brunswick,In-migrants,v509046,5.1,4868
1983/12,New Brunswick,In-migrants,v509046,5.1,2241
1984/03,New Brunswick,In-migrants,v509046,5.1,2073
1984/06,New Brunswick,In-migrants,v509046,5.1,3268
1984/09,New Brunswick,In-migrants,v509046,5.1,4566
1984/12,New Brunswick,In-migrants,v509046,5.1,2103
1985/03,New Brunswick,In-migrants,v509046,5.1,1543
1985/06,New Brunswick,In-migrants,v509046,5.1,2759
1985/09,New Brunswick,In-migrants,v509046,5.1,5063
1985/12,New Brunswick,In-migrants,v509046,5.1,2322
1986/03,New Brunswick,In-migrants,v509046,5.1,1684
1986/06,New Brunswick,In-migrants,v509046,5.1,2639
1986/09,New Brunswick,In-migrants,v509046,5.1,4733
1986/12,New Brunswick,In-migrants,v509046,5.1,2103
1987/03,New Brunswick,In-migrants,v509046,5.1,1819
1987/06,New Brunswick,In-migrants,v509046,5.1,3198
1987/09,New Brunswick,In-migrants,v509046,5.1,5909
1987/12,New Brunswick,In-migrants,v509046,5.1,2289
1988/03,New Brunswick,In-migrants,v509046,5.1,1797
1988/06,New Brunswick,In-migrants,v509046,5.1,3105
1988/09,New Brunswick,In-migrants,v509046,5.1,6028
1988/12,New Brunswick,In-migrants,v509046,5.1,2782
1989/03,New Brunswick,In-migrants,v509046,5.1,2139
1989/06,New Brunswick,In-migrants,v509046,5.1,3202
1989/09,New Brunswick,In-migrants,v509046,5.1,6508
1989/12,New Brunswick,In-migrants,v509046,5.1,3025
1990/03,New Brunswick,In-migrants,v509046,5.1,2314
1990/06,New Brunswick,In-migrants,v509046,5.1,3468
1990/09,New Brunswick,In-migrants,v509046,5.1,5934
1990/12,New Brunswick,In-migrants,v509046,5.1,2547
1991/03,New Brunswick,In-migrants,v509046,5.1,1891
1991/06,New Brunswick,In-migrants,v509046,5.1,3372
1991/09,New Brunswick,In-migrants,v509046,5.1,5286
1991/12,New Brunswick,In-migrants,v509046,5.1,2274
1992/03,New Brunswick,In-migrants,v509046,5.1,1881
1992/06,New Brunswick,In-migrants,v509046,5.1,3274
1992/09,New Brunswick,In-migrants,v509046,5.1,4781
1992/12,New Brunswick,In-migrants,v509046,5.1,2098
1993/03,New Brunswick,In-migrants,v509046,5.1,1744
1993/06,New Brunswick,In-migrants,v509046,5.1,3048
1993/09,New Brunswick,In-migrants,v509046,5.1,4445
1993/12,New Brunswick,In-migrants,v509046,5.1,1802
1994/03,New Brunswick,In-migrants,v509046,5.1,1428
1994/06,New Brunswick,In-migrants,v509046,5.1,3050
1994/09,New Brunswick,In-migrants,v509046,5.1,4171
1994/12,New Brunswick,In-migrants,v509046,5.1,2084
1995/03,New Brunswick,In-migrants,v509046,5.1,1728
1995/06,New Brunswick,In-migrants,v509046,5.1,2870
1995/09,New Brunswick,In-migrants,v509046,5.1,4392
1995/12,New Brunswick,In-migrants,v509046,5.1,2217
1996/03,New Brunswick,In-migrants,v509046,5.1,2216
1996/06,New Brunswick,In-migrants,v509046,5.1,2945
1996/09,New Brunswick,In-migrants,v509046,5.1,3984
