"country1","country2","year","exports"
"Norway","Nepal",1940,NA
"Norway","Thailand",1940,NA
"Norway","Australia",1940,NA
"Norway","New Zealand",1940,NA
"Denmark","United States of America",1940,NA
"Denmark","Canada",1940,NA
"Denmark","Cuba",1940,NA
"Denmark","Haiti",1940,NA
"Denmark","Dominican Republic",1940,NA
"Denmark","Mexico",1940,NA
"Denmark","Guatemala",1940,NA
"Denmark","Honduras",1940,NA
"Denmark","El Salvador",1940,NA
"Denmark","Nicaragua",1940,NA
"Denmark","Costa Rica",1940,NA
"Denmark","Panama",1940,NA
"Denmark","Colombia",1940,NA
"Denmark","Venezuela",1940,NA
"Denmark","Ecuador",1940,NA
"Denmark","Peru",1940,NA
"Denmark","Brazil",1940,NA
"Denmark","Bolivia",1940,NA
"Denmark","Paraguay",1940,NA
"Denmark","Chile",1940,NA
"Denmark","Argentina",1940,NA
"Denmark","Uruguay",1940,NA
"Denmark","United Kingdom",1940,NA
"Denmark","Ireland",1940,NA
"Denmark","Netherlands",1940,NA
"Denmark","Belgium",1940,NA
"Denmark","Luxembourg",1940,NA
"Denmark","France",1940,NA
"Denmark","Switzerland",1940,NA
"Denmark","Spain",1940,NA
"Denmark","Portugal",1940,NA
"Denmark","Germany",1940,NA
"Denmark","Hungary",1940,NA
"Denmark","Italy",1940,NA
"Denmark","Yugoslavia",1940,NA
"Denmark","Greece",1940,NA
"Denmark","Bulgaria",1940,NA
"Denmark","Romania",1940,NA
"Denmark","Russia",1940,NA
"Denmark","Estonia",1940,NA
"Denmark","Latvia",1940,NA
"Denmark","Lithuania",1940,NA
"Denmark","Finland",1940,NA
"Denmark","Sweden",1940,NA
"Denmark","Norway",1940,NA
"Denmark","Liberia",1940,NA
"Denmark","South Africa",1940,NA
"Denmark","Iran",1940,NA
"Denmark","Turkey",1940,NA
"Denmark","Iraq",1940,NA
"Denmark","Egypt",1940,NA
"Denmark","Saudi Arabia",1940,NA
"Denmark","Yemen Arab Republic",1940,NA
"Denmark","Afghanistan",1940,NA
"Denmark","China",1940,NA
"Denmark","Mongolia",1940,NA
"Denmark","Japan",1940,NA
"Denmark","Nepal",1940,NA
"Denmark","Thailand",1940,NA
"Denmark","Australia",1940,NA
"Denmark","New Zealand",1940,NA
"Liberia","United States of America",1940,NA
"Liberia","Canada",1940,NA
"Liberia","Cuba",1940,NA
"Liberia","Haiti",1940,NA
"Liberia","Dominican Republic",1940,NA
"Liberia","Mexico",1940,NA
"Liberia","Guatemala",1940,NA
"Liberia","Honduras",1940,NA
"Liberia","El Salvador",1940,NA
"Liberia","Nicaragua",1940,NA
"Liberia","Costa Rica",1940,NA
"Liberia","Panama",1940,NA
"Liberia","Colombia",1940,NA
"Liberia","Venezuela",1940,NA
"Liberia","Ecuador",1940,NA
"Liberia","Peru",1940,NA
"Liberia","Brazil",1940,NA
"Liberia","Bolivia",1940,NA
"Liberia","Paraguay",1940,NA
"Liberia","Chile",1940,NA
"Liberia","Argentina",1940,NA
"Liberia","Uruguay",1940,NA
"Liberia","United Kingdom",1940,NA
"Liberia","Ireland",1940,NA
"Liberia","Netherlands",1940,NA
"Liberia","Belgium",1940,NA
"Liberia","Luxembourg",1940,NA
"Liberia","France",1940,NA
"Liberia","Switzerland",1940,NA
"Liberia","Spain",1940,NA
"Liberia","Portugal",1940,NA
"Liberia","Germany",1940,NA
"Liberia","Hungary",1940,NA
"Liberia","Italy",1940,NA
"Liberia","Yugoslavia",1940,NA
"Liberia","Greece",1940,NA
"Liberia","Bulgaria",1940,NA
"Liberia","Romania",1940,NA
"Liberia","Russia",1940,NA
"Liberia","Estonia",1940,NA
"Liberia","Latvia",1940,NA
"Liberia","Lithuania",1940,NA
"Liberia","Finland",1940,NA
"Liberia","Sweden",1940,NA
"Liberia","Norway",1940,NA
"Liberia","Denmark",1940,NA
"Liberia","South Africa",1940,NA
"Liberia","Iran",1940,NA
"Liberia","Turkey",1940,NA
"Liberia","Iraq",1940,NA
"Liberia","Egypt",1940,NA
"Liberia","Saudi Arabia",1940,NA
"Liberia","Yemen Arab Republic",1940,NA
"Liberia","Afghanistan",1940,NA
"Liberia","China",1940,NA
"Liberia","Mongolia",1940,NA
"Liberia","Japan",1940,NA
"Liberia","Nepal",1940,NA
"Liberia","Thailand",1940,NA
"Liberia","Australia",1940,NA
"Liberia","New Zealand",1940,NA
"South Africa","United States of America",1940,NA
"South Africa","Canada",1940,NA
"South Africa","Cuba",1940,NA
"South Africa","Haiti",1940,NA
"South Africa","Dominican Republic",1940,NA
"South Africa","Mexico",1940,NA
"South Africa","Guatemala",1940,NA
"South Africa","Honduras",1940,NA
"South Africa","El Salvador",1940,NA
"South Africa","Nicaragua",1940,NA
"South Africa","Costa Rica",1940,NA
"South Africa","Panama",1940,NA
"South Africa","Colombia",1940,NA
"South Africa","Venezuela",1940,NA
"South Africa","Ecuador",1940,NA
"South Africa","Peru",1940,NA
"South Africa","Brazil",1940,NA
"South Africa","Bolivia",1940,NA
"South Africa","Paraguay",1940,NA
"South Africa","Chile",1940,NA
"South Africa","Argentina",1940,NA
"South Africa","Uruguay",1940,NA
"South Africa","United Kingdom",1940,NA
"South Africa","Ireland",1940,NA
"South Africa","Netherlands",1940,NA
"South Africa","Belgium",1940,NA
"South Africa","Luxembourg",1940,NA
"South Africa","France",1940,NA
"South Africa","Switzerland",1940,NA
"South Africa","Spain",1940,NA
"South Africa","Portugal",1940,NA
"South Africa","Germany",1940,NA
"South Africa","Hungary",1940,NA
"South Africa","Italy",1940,NA
"South Africa","Yugoslavia",1940,NA
"South Africa","Greece",1940,NA
"South Africa","Bulgaria",1940,NA
"South Africa","Romania",1940,NA
"South Africa","Russia",1940,NA
"South Africa","Estonia",1940,NA
"South Africa","Latvia",1940,NA
"South Africa","Lithuania",1940,NA
"South Africa","Finland",1940,NA
"South Africa","Sweden",1940,NA
"South Africa","Norway",1940,NA
"South Africa","Denmark",1940,NA
"South Africa","Liberia",1940,NA
"South Africa","Iran",1940,NA
"South Africa","Turkey",1940,NA
"South Africa","Iraq",1940,NA
"South Africa","Egypt",1940,NA
"South Africa","Saudi Arabia",1940,NA
"South Africa","Yemen Arab Republic",1940,NA
"South Africa","Afghanistan",1940,NA
"South Africa","China",1940,NA
"South Africa","Mongolia",1940,NA
"South Africa","Japan",1940,NA
"South Africa","Nepal",1940,NA
"South Africa","Thailand",1940,NA
"South Africa","Australia",1940,NA
"South Africa","New Zealand",1940,NA
"Iran","United States of America",1940,NA
"Iran","Canada",1940,NA
"Iran","Cuba",1940,NA
"Iran","Haiti",1940,NA
"Iran","Dominican Republic",1940,NA
"Iran","Mexico",1940,NA
"Iran","Guatemala",1940,NA
"Iran","Honduras",1940,NA
"Iran","El Salvador",1940,NA
"Iran","Nicaragua",1940,NA
"Iran","Costa Rica",1940,NA
"Iran","Panama",1940,NA
"Iran","Colombia",1940,NA
"Iran","Venezuela",1940,NA
"Iran","Ecuador",1940,NA
"Iran","Peru",1940,NA
"Iran","Brazil",1940,NA
"Iran","Bolivia",1940,NA
"Iran","Paraguay",1940,NA
"Iran","Chile",1940,NA
"Iran","Argentina",1940,NA
"Iran","Uruguay",1940,NA
"Iran","United Kingdom",1940,NA
"Iran","Ireland",1940,NA
"Iran","Netherlands",1940,NA
"Iran","Belgium",1940,NA
"Iran","Luxembourg",1940,NA
"Iran","France",1940,NA
"Iran","Switzerland",1940,NA
"Iran","Spain",1940,NA
"Iran","Portugal",1940,NA
"Iran","Germany",1940,NA
"Iran","Hungary",1940,NA
"Iran","Italy",1940,NA
"Iran","Yugoslavia",1940,NA
"Iran","Greece",1940,NA
"Iran","Bulgaria",1940,NA
"Iran","Romania",1940,NA
"Iran","Russia",1940,NA
"Iran","Estonia",1940,NA
"Iran","Latvia",1940,NA
"Iran","Lithuania",1940,NA
"Iran","Finland",1940,NA
"Iran","Sweden",1940,NA
"Iran","Norway",1940,NA
"Iran","Denmark",1940,NA
"Iran","Liberia",1940,NA
"Iran","South Africa",1940,NA
"Iran","Turkey",1940,NA
"Iran","Iraq",1940,NA
"Iran","Egypt",1940,NA
"Iran","Saudi Arabia",1940,NA
"Iran","Yemen Arab Republic",1940,NA
"Iran","Afghanistan",1940,NA
"Iran","China",1940,NA
"Iran","Mongolia",1940,NA
"Iran","Japan",1940,NA
"Iran","Nepal",1940,NA
"Iran","Thailand",1940,NA
"Iran","Australia",1940,NA
"Iran","New Zealand",1940,NA
"Turkey","United States of America",1940,NA
"Turkey","Canada",1940,NA
"Turkey","Cuba",1940,NA
"Turkey","Haiti",1940,NA
"Turkey","Dominican Republic",1940,NA
"Turkey","Mexico",1940,NA
"Turkey","Guatemala",1940,NA
"Turkey","Honduras",1940,NA
"Turkey","El Salvador",1940,NA
"Turkey","Nicaragua",1940,NA
"Turkey","Costa Rica",1940,NA
"Turkey","Panama",1940,NA
"Turkey","Colombia",1940,NA
"Turkey","Venezuela",1940,NA
"Turkey","Ecuador",1940,NA
"Turkey","Peru",1940,NA
"Turkey","Brazil",1940,NA
"Turkey","Bolivia",1940,NA
"Turkey","Paraguay",1940,NA
"Turkey","Chile",1940,NA
"Turkey","Argentina",1940,NA
"Turkey","Uruguay",1940,NA
"Turkey","United Kingdom",1940,NA
"Turkey","Ireland",1940,NA
"Turkey","Netherlands",1940,NA
"Turkey","Belgium",1940,NA
"Turkey","Luxembourg",1940,NA
"Turkey","France",1940,NA
"Turkey","Switzerland",1940,NA
"Turkey","Spain",1940,NA
"Turkey","Portugal",1940,NA
"Turkey","Germany",1940,NA
"Turkey","Hungary",1940,NA
"Turkey","Italy",1940,NA
"Turkey","Yugoslavia",1940,NA
"Turkey","Greece",1940,NA
"Turkey","Bulgaria",1940,NA
"Turkey","Romania",1940,NA
"Turkey","Russia",1940,NA
"Turkey","Estonia",1940,NA
"Turkey","Latvia",1940,NA
"Turkey","Lithuania",1940,NA
"Turkey","Finland",1940,NA
"Turkey","Sweden",1940,NA
"Turkey","Norway",1940,NA
"Turkey","Denmark",1940,NA
"Turkey","Liberia",1940,NA
"Turkey","South Africa",1940,NA
"Turkey","Iran",1940,NA
"Turkey","Iraq",1940,NA
"Turkey","Egypt",1940,NA
"Turkey","Saudi Arabia",1940,NA
"Turkey","Yemen Arab Republic",1940,NA
"Turkey","Afghanistan",1940,NA
"Turkey","China",1940,NA
"Turkey","Mongolia",1940,NA
"Turkey","Japan",1940,NA
"Turkey","Nepal",1940,NA
"Turkey","Thailand",1940,NA
"Turkey","Australia",1940,NA
"Turkey","New Zealand",1940,NA
"Iraq","United States of America",1940,NA
"Iraq","Canada",1940,NA
"Iraq","Cuba",1940,NA
"Iraq","Haiti",1940,NA
"Iraq","Dominican Republic",1940,NA
"Iraq","Mexico",1940,NA
"Iraq","Guatemala",1940,NA
"Iraq","Honduras",1940,NA
"Iraq","El Salvador",1940,NA
"Iraq","Nicaragua",1940,NA
"Iraq","Costa Rica",1940,NA
"Iraq","Panama",1940,NA
"Iraq","Colombia",1940,NA
"Iraq","Venezuela",1940,NA
"Iraq","Ecuador",1940,NA
"Iraq","Peru",1940,NA
"Iraq","Brazil",1940,NA
"Iraq","Bolivia",1940,NA
"Iraq","Paraguay",1940,NA
"Iraq","Chile",1940,NA
"Iraq","Argentina",1940,NA
"Iraq","Uruguay",1940,NA
"Iraq","United Kingdom",1940,NA
"Iraq","Ireland",1940,NA
"Iraq","Netherlands",1940,NA
"Iraq","Belgium",1940,NA
"Iraq","Luxembourg",1940,NA
"Iraq","France",1940,NA
"Iraq","Switzerland",1940,NA
"Iraq","Spain",1940,NA
"Iraq","Portugal",1940,NA
"Iraq","Germany",1940,NA
"Iraq","Hungary",1940,NA
"Iraq","Italy",1940,NA
"Iraq","Yugoslavia",1940,NA
"Iraq","Greece",1940,NA
"Iraq","Bulgaria",1940,NA
"Iraq","Romania",1940,NA
"Iraq","Russia",1940,NA
"Iraq","Estonia",1940,NA
"Iraq","Latvia",1940,NA
"Iraq","Lithuania",1940,NA
"Iraq","Finland",1940,NA
"Iraq","Sweden",1940,NA
"Iraq","Norway",1940,NA
"Iraq","Denmark",1940,NA
"Iraq","Liberia",1940,NA
"Iraq","South Africa",1940,NA
"Iraq","Iran",1940,NA
"Iraq","Turkey",1940,NA
"Iraq","Egypt",1940,NA
"Iraq","Saudi Arabia",1940,NA
"Iraq","Yemen Arab Republic",1940,NA
"Iraq","Afghanistan",1940,NA
"Iraq","China",1940,NA
"Iraq","Mongolia",1940,NA
"Iraq","Japan",1940,NA
"Iraq","Nepal",1940,NA
"Iraq","Thailand",1940,NA
"Iraq","Australia",1940,NA
"Iraq","New Zealand",1940,NA
"Egypt","United States of America",1940,NA
"Egypt","Canada",1940,NA
"Egypt","Cuba",1940,NA
"Egypt","Haiti",1940,NA
"Egypt","Dominican Republic",1940,NA
"Egypt","Mexico",1940,NA
"Egypt","Guatemala",1940,NA
"Egypt","Honduras",1940,NA
"Egypt","El Salvador",1940,NA
"Egypt","Nicaragua",1940,NA
"Egypt","Costa Rica",1940,NA
"Egypt","Panama",1940,NA
"Egypt","Colombia",1940,NA
"Egypt","Venezuela",1940,NA
"Egypt","Ecuador",1940,NA
"Egypt","Peru",1940,NA
"Egypt","Brazil",1940,NA
"Egypt","Bolivia",1940,NA
"Egypt","Paraguay",1940,NA
"Egypt","Chile",1940,NA
"Egypt","Argentina",1940,NA
"Egypt","Uruguay",1940,NA
"Egypt","United Kingdom",1940,NA
"Egypt","Ireland",1940,NA
"Egypt","Netherlands",1940,NA
"Egypt","Belgium",1940,NA
"Egypt","Luxembourg",1940,NA
"Egypt","France",1940,NA
"Egypt","Switzerland",1940,NA
"Egypt","Spain",1940,NA
"Egypt","Portugal",1940,NA
"Egypt","Germany",1940,NA
"Egypt","Hungary",1940,NA
"Egypt","Italy",1940,NA
"Egypt","Yugoslavia",1940,NA
"Egypt","Greece",1940,NA
"Egypt","Bulgaria",1940,NA
"Egypt","Romania",1940,NA
"Egypt","Russia",1940,NA
"Egypt","Estonia",1940,NA
"Egypt","Latvia",1940,NA
"Egypt","Lithuania",1940,NA
"Egypt","Finland",1940,NA
"Egypt","Sweden",1940,NA
"Egypt","Norway",1940,NA
"Egypt","Denmark",1940,NA
"Egypt","Liberia",1940,NA
"Egypt","South Africa",1940,NA
"Egypt","Iran",1940,NA
"Egypt","Turkey",1940,NA
"Egypt","Iraq",1940,NA
"Egypt","Saudi Arabia",1940,NA
"Egypt","Yemen Arab Republic",1940,NA
"Egypt","Afghanistan",1940,NA
"Egypt","China",1940,NA
"Egypt","Mongolia",1940,NA
"Egypt","Japan",1940,NA
"Egypt","Nepal",1940,NA
"Egypt","Thailand",1940,NA
"Egypt","Australia",1940,NA
"Egypt","New Zealand",1940,NA
"Saudi Arabia","United States of America",1940,NA
"Saudi Arabia","Canada",1940,NA
"Saudi Arabia","Cuba",1940,NA
"Saudi Arabia","Haiti",1940,NA
"Saudi Arabia","Dominican Republic",1940,NA
"Saudi Arabia","Mexico",1940,NA
"Saudi Arabia","Guatemala",1940,NA
"Saudi Arabia","Honduras",1940,NA
"Saudi Arabia","El Salvador",1940,NA
"Saudi Arabia","Nicaragua",1940,NA
"Saudi Arabia","Costa Rica",1940,NA
"Saudi Arabia","Panama",1940,NA
"Saudi Arabia","Colombia",1940,NA
"Saudi Arabia","Venezuela",1940,NA
"Saudi Arabia","Ecuador",1940,NA
"Saudi Arabia","Peru",1940,NA
"Saudi Arabia","Brazil",1940,NA
"Saudi Arabia","Bolivia",1940,NA
"Saudi Arabia","Paraguay",1940,NA
"Saudi Arabia","Chile",1940,NA
"Saudi Arabia","Argentina",1940,NA
"Saudi Arabia","Uruguay",1940,NA
"Saudi Arabia","United Kingdom",1940,NA
"Saudi Arabia","Ireland",1940,NA
"Saudi Arabia","Netherlands",1940,NA
"Saudi Arabia","Belgium",1940,NA
"Saudi Arabia","Luxembourg",1940,NA
"Saudi Arabia","France",1940,NA
"Saudi Arabia","Switzerland",1940,NA
"Saudi Arabia","Spain",1940,NA
"Saudi Arabia","Portugal",1940,NA
"Saudi Arabia","Germany",1940,NA
"Saudi Arabia","Hungary",1940,NA
"Saudi Arabia","Italy",1940,NA
"Saudi Arabia","Yugoslavia",1940,NA
"Saudi Arabia","Greece",1940,NA
"Saudi Arabia","Bulgaria",1940,NA
"Saudi Arabia","Romania",1940,NA
"Saudi Arabia","Russia",1940,NA
"Saudi Arabia","Estonia",1940,NA
"Saudi Arabia","Latvia",1940,NA
"Saudi Arabia","Lithuania",1940,NA
"Saudi Arabia","Finland",1940,NA
"Saudi Arabia","Sweden",1940,NA
"Saudi Arabia","Norway",1940,NA
"Saudi Arabia","Denmark",1940,NA
"Saudi Arabia","Liberia",1940,NA
"Saudi Arabia","South Africa",1940,NA
"Saudi Arabia","Iran",1940,NA
"Saudi Arabia","Turkey",1940,NA
"Saudi Arabia","Iraq",1940,NA
"Saudi Arabia","Egypt",1940,NA
"Saudi Arabia","Yemen Arab Republic",1940,NA
"Saudi Arabia","Afghanistan",1940,NA
"Saudi Arabia","China",1940,NA
"Saudi Arabia","Mongolia",1940,NA
"Saudi Arabia","Japan",1940,NA
"Saudi Arabia","Nepal",1940,NA
"Saudi Arabia","Thailand",1940,NA
"Saudi Arabia","Australia",1940,NA
"Saudi Arabia","New Zealand",1940,NA
"Yemen Arab Republic","United States of America",1940,NA
"Yemen Arab Republic","Canada",1940,NA
"Yemen Arab Republic","Cuba",1940,NA
"Yemen Arab Republic","Haiti",1940,NA
"Yemen Arab Republic","Dominican Republic",1940,NA
"Yemen Arab Republic","Mexico",1940,NA
"Yemen Arab Republic","Guatemala",1940,NA
"Yemen Arab Republic","Honduras",1940,NA
"Yemen Arab Republic","El Salvador",1940,NA
"Yemen Arab Republic","Nicaragua",1940,NA
"Yemen Arab Republic","Costa Rica",1940,NA
"Yemen Arab Republic","Panama",1940,NA
"Yemen Arab Republic","Colombia",1940,NA
"Yemen Arab Republic","Venezuela",1940,NA
"Yemen Arab Republic","Ecuador",1940,NA
"Yemen Arab Republic","Peru",1940,NA
"Yemen Arab Republic","Brazil",1940,NA
"Yemen Arab Republic","Bolivia",1940,NA
"Yemen Arab Republic","Paraguay",1940,NA
"Yemen Arab Republic","Chile",1940,NA
"Yemen Arab Republic","Argentina",1940,NA
"Yemen Arab Republic","Uruguay",1940,NA
"Yemen Arab Republic","United Kingdom",1940,NA
"Yemen Arab Republic","Ireland",1940,NA
"Yemen Arab Republic","Netherlands",1940,NA
"Yemen Arab Republic","Belgium",1940,NA
"Yemen Arab Republic","Luxembourg",1940,NA
"Yemen Arab Republic","France",1940,NA
"Yemen Arab Republic","Switzerland",1940,NA
"Yemen Arab Republic","Spain",1940,NA
"Yemen Arab Republic","Portugal",1940,NA
"Yemen Arab Republic","Germany",1940,NA
"Yemen Arab Republic","Hungary",1940,NA
"Yemen Arab Republic","Italy",1940,NA
"Yemen Arab Republic","Yugoslavia",1940,NA
"Yemen Arab Republic","Greece",1940,NA
"Yemen Arab Republic","Bulgaria",1940,NA
"Yemen Arab Republic","Romania",1940,NA
"Yemen Arab Republic","Russia",1940,NA
"Yemen Arab Republic","Estonia",1940,NA
"Yemen Arab Republic","Latvia",1940,NA
"Yemen Arab Republic","Lithuania",1940,NA
"Yemen Arab Republic","Finland",1940,NA
"Yemen Arab Republic","Sweden",1940,NA
"Yemen Arab Republic","Norway",1940,NA
"Yemen Arab Republic","Denmark",1940,NA
"Yemen Arab Republic","Liberia",1940,NA
"Yemen Arab Republic","South Africa",1940,NA
"Yemen Arab Republic","Iran",1940,NA
"Yemen Arab Republic","Turkey",1940,NA
"Yemen Arab Republic","Iraq",1940,NA
"Yemen Arab Republic","Egypt",1940,NA
"Yemen Arab Republic","Saudi Arabia",1940,NA
"Yemen Arab Republic","Afghanistan",1940,NA
"Yemen Arab Republic","China",1940,NA
"Yemen Arab Republic","Mongolia",1940,NA
"Yemen Arab Republic","Japan",1940,NA
"Yemen Arab Republic","Nepal",1940,NA
"Yemen Arab Republic","Thailand",1940,NA
"Yemen Arab Republic","Australia",1940,NA
"Yemen Arab Republic","New Zealand",1940,NA
"Afghanistan","United States of America",1940,NA
"Afghanistan","Canada",1940,NA
"Afghanistan","Cuba",1940,NA
"Afghanistan","Haiti",1940,NA
"Afghanistan","Dominican Republic",1940,NA
"Afghanistan","Mexico",1940,NA
"Afghanistan","Guatemala",1940,NA
"Afghanistan","Honduras",1940,NA
"Afghanistan","El Salvador",1940,NA
"Afghanistan","Nicaragua",1940,NA
"Afghanistan","Costa Rica",1940,NA
"Afghanistan","Panama",1940,NA
"Afghanistan","Colombia",1940,NA
"Afghanistan","Venezuela",1940,NA
"Afghanistan","Ecuador",1940,NA
"Afghanistan","Peru",1940,NA
"Afghanistan","Brazil",1940,NA
"Afghanistan","Bolivia",1940,NA
"Afghanistan","Paraguay",1940,NA
"Afghanistan","Chile",1940,NA
"Afghanistan","Argentina",1940,NA
"Afghanistan","Uruguay",1940,NA
"Afghanistan","United Kingdom",1940,NA
"Afghanistan","Ireland",1940,NA
"Afghanistan","Netherlands",1940,NA
"Afghanistan","Belgium",1940,NA
"Afghanistan","Luxembourg",1940,NA
"Afghanistan","France",1940,NA
"Afghanistan","Switzerland",1940,NA
"Afghanistan","Spain",1940,NA
"Afghanistan","Portugal",1940,NA
"Afghanistan","Germany",1940,NA
"Afghanistan","Hungary",1940,NA
"Afghanistan","Italy",1940,NA
"Afghanistan","Yugoslavia",1940,NA
"Afghanistan","Greece",1940,NA
"Afghanistan","Bulgaria",1940,NA
"Afghanistan","Romania",1940,NA
"Afghanistan","Russia",1940,NA
"Afghanistan","Estonia",1940,NA
"Afghanistan","Latvia",1940,NA
"Afghanistan","Lithuania",1940,NA
"Afghanistan","Finland",1940,NA
"Afghanistan","Sweden",1940,NA
"Afghanistan","Norway",1940,NA
"Afghanistan","Denmark",1940,NA
"Afghanistan","Liberia",1940,NA
"Afghanistan","South Africa",1940,NA
"Afghanistan","Iran",1940,NA
"Afghanistan","Turkey",1940,NA
"Afghanistan","Iraq",1940,NA
"Afghanistan","Egypt",1940,NA
"Afghanistan","Saudi Arabia",1940,NA
"Afghanistan","Yemen Arab Republic",1940,NA
"Afghanistan","China",1940,NA
"Afghanistan","Mongolia",1940,NA
"Afghanistan","Japan",1940,NA
"Afghanistan","Nepal",1940,NA
"Afghanistan","Thailand",1940,NA
"Afghanistan","Australia",1940,NA
"Afghanistan","New Zealand",1940,NA
"China","United States of America",1940,NA
"China","Canada",1940,NA
"China","Cuba",1940,NA
"China","Haiti",1940,NA
"China","Dominican Republic",1940,NA
"China","Mexico",1940,NA
"China","Guatemala",1940,NA
"China","Honduras",1940,NA
"China","El Salvador",1940,NA
"China","Nicaragua",1940,NA
"China","Costa Rica",1940,NA
"China","Panama",1940,NA
"China","Colombia",1940,NA
"China","Venezuela",1940,NA
"China","Ecuador",1940,NA
"China","Peru",1940,NA
"China","Brazil",1940,NA
"China","Bolivia",1940,NA
"China","Paraguay",1940,NA
"China","Chile",1940,NA
"China","Argentina",1940,NA
"China","Uruguay",1940,NA
"China","United Kingdom",1940,NA
"China","Ireland",1940,NA
"China","Netherlands",1940,NA
"China","Belgium",1940,NA
"China","Luxembourg",1940,NA
"China","France",1940,NA
"China","Switzerland",1940,NA
"China","Spain",1940,NA
"China","Portugal",1940,NA
"China","Germany",1940,NA
"China","Hungary",1940,NA
"China","Italy",1940,NA
"China","Yugoslavia",1940,NA
"China","Greece",1940,NA
"China","Bulgaria",1940,NA
"China","Romania",1940,NA
"China","Russia",1940,NA
"China","Estonia",1940,NA
"China","Latvia",1940,NA
"China","Lithuania",1940,NA
"China","Finland",1940,NA
"China","Sweden",1940,NA
"China","Norway",1940,NA
"China","Denmark",1940,NA
"China","Liberia",1940,NA
"China","South Africa",1940,NA
"China","Iran",1940,NA
"China","Turkey",1940,NA
"China","Iraq",1940,NA
"China","Egypt",1940,NA
"China","Saudi Arabia",1940,NA
"China","Yemen Arab Republic",1940,NA
"China","Afghanistan",1940,NA
"China","Mongolia",1940,NA
"China","Japan",1940,178.16
"China","Nepal",1940,NA
"China","Thailand",1940,NA
"China","Australia",1940,NA
"China","New Zealand",1940,NA
"Mongolia","United States of America",1940,NA
"Mongolia","Canada",1940,NA
"Mongolia","Cuba",1940,NA
"Mongolia","Haiti",1940,NA
"Mongolia","Dominican Republic",1940,NA
"Mongolia","Mexico",1940,NA
"Mongolia","Guatemala",1940,NA
"Mongolia","Honduras",1940,NA
"Mongolia","El Salvador",1940,NA
"Mongolia","Nicaragua",1940,NA
"Mongolia","Costa Rica",1940,NA
"Mongolia","Panama",1940,NA
"Mongolia","Colombia",1940,NA
"Mongolia","Venezuela",1940,NA
"Mongolia","Ecuador",1940,NA
"Mongolia","Peru",1940,NA
"Mongolia","Brazil",1940,NA
"Mongolia","Bolivia",1940,NA
"Mongolia","Paraguay",1940,NA
"Mongolia","Chile",1940,NA
"Mongolia","Argentina",1940,NA
"Mongolia","Uruguay",1940,NA
"Mongolia","United Kingdom",1940,NA
"Mongolia","Ireland",1940,NA
"Mongolia","Netherlands",1940,NA
"Mongolia","Belgium",1940,NA
"Mongolia","Luxembourg",1940,NA
"Mongolia","France",1940,NA
"Mongolia","Switzerland",1940,NA
"Mongolia","Spain",1940,NA
"Mongolia","Portugal",1940,NA
"Mongolia","Germany",1940,NA
"Mongolia","Hungary",1940,NA
"Mongolia","Italy",1940,NA
"Mongolia","Yugoslavia",1940,NA
"Mongolia","Greece",1940,NA
"Mongolia","Bulgaria",1940,NA
"Mongolia","Romania",1940,NA
"Mongolia","Russia",1940,NA
"Mongolia","Estonia",1940,NA
"Mongolia","Latvia",1940,NA
"Mongolia","Lithuania",1940,NA
"Mongolia","Finland",1940,NA
"Mongolia","Sweden",1940,NA
"Mongolia","Norway",1940,NA
"Mongolia","Denmark",1940,NA
"Mongolia","Liberia",1940,NA
"Mongolia","South Africa",1940,NA
"Mongolia","Iran",1940,NA
"Mongolia","Turkey",1940,NA
"Mongolia","Iraq",1940,NA
"Mongolia","Egypt",1940,NA
"Mongolia","Saudi Arabia",1940,NA
"Mongolia","Yemen Arab Republic",1940,NA
"Mongolia","Afghanistan",1940,NA
"Mongolia","China",1940,NA
"Mongolia","Japan",1940,NA
"Mongolia","Nepal",1940,NA
"Mongolia","Thailand",1940,NA
"Mongolia","Australia",1940,NA
"Mongolia","New Zealand",1940,NA
"Japan","United States of America",1940,NA
"Japan","Canada",1940,NA
"Japan","Cuba",1940,NA
"Japan","Haiti",1940,NA
"Japan","Dominican Republic",1940,NA
"Japan","Mexico",1940,NA
"Japan","Guatemala",1940,NA
"Japan","Honduras",1940,NA
"Japan","El Salvador",1940,NA
"Japan","Nicaragua",1940,NA
"Japan","Costa Rica",1940,NA
"Japan","Panama",1940,NA
"Japan","Colombia",1940,NA
"Japan","Venezuela",1940,NA
"Japan","Ecuador",1940,NA
"Japan","Peru",1940,NA
"Japan","Brazil",1940,NA
"Japan","Bolivia",1940,NA
"Japan","Paraguay",1940,NA
"Japan","Chile",1940,NA
"Japan","Argentina",1940,NA
"Japan","Uruguay",1940,NA
"Japan","United Kingdom",1940,NA
"Japan","Ireland",1940,NA
"Japan","Netherlands",1940,NA
"Japan","Belgium",1940,NA
"Japan","Luxembourg",1940,NA
"Japan","France",1940,NA
"Japan","Switzerland",1940,NA
"Japan","Spain",1940,NA
"Japan","Portugal",1940,NA
"Japan","Germany",1940,NA
"Japan","Hungary",1940,NA
"Japan","Italy",1940,NA
"Japan","Yugoslavia",1940,NA
"Japan","Greece",1940,NA
"Japan","Bulgaria",1940,NA
"Japan","Romania",1940,NA
"Japan","Russia",1940,NA
"Japan","Estonia",1940,NA
"Japan","Latvia",1940,NA
"Japan","Lithuania",1940,NA
"Japan","Finland",1940,NA
